iteration,avg_best_distance
101,285661.3559473282
102,285568.03142598545
103,285568.03142598545
104,285567.6507334081
105,285567.2700408308
106,285567.2700408308
107,285545.76754731016
108,285545.76754731016
109,285545.76754731016
110,285545.76754731016
111,285545.76754731016
112,285545.76754731016
113,285545.76754731016
114,285545.76754731016
115,285545.76754731016
116,285545.76754731016
117,285545.76754731016
118,285545.76754731016
119,285545.76754731016
120,285545.76754731016
121,285545.76754731016
122,285545.76754731016
123,285545.76754731016
124,285545.76754731016
125,285545.76754731016
126,285545.76754731016
127,285545.76754731016
128,285545.76754731016
129,285534.8168051658
130,285534.8168051658
131,285534.8168051658
132,285534.8168051658
133,285479.04520244175
134,285479.04520244175
135,285479.04520244175
136,285457.54270892113
137,285457.54270892113
138,285457.54270892113
139,285457.54270892113
140,285457.54270892113
141,285457.54270892113
142,285436.04021540046
143,285436.04021540046
144,285436.04021540046
145,285436.04021540046
146,285436.04021540046
147,285436.04021540046
148,285436.04021540046
149,285436.04021540046
150,285436.04021540046
151,285436.04021540046
152,285436.04021540046
153,285436.04021540046
154,285436.04021540046
155,285436.04021540046
156,285436.04021540046
157,285436.04021540046
158,285436.04021540046
159,285436.04021540046
160,285436.04021540046
161,285436.04021540046
162,285436.04021540046
163,285436.04021540046
164,285436.04021540046
165,285436.04021540046
166,285436.04021540046
167,285436.04021540046
168,285436.04021540046
169,285436.04021540046
170,285414.5377218799
171,285414.5377218799
172,285414.5377218799
173,285414.5377218799
174,285414.5377218799
175,285414.5377218799
176,285414.5377218799
177,285414.5377218799
178,285393.5780366939
179,285393.5780366939
180,285393.5780366939
181,285393.5780366939
182,285368.72472664964
183,285368.72472664964
184,285368.72472664964
185,285368.72472664964
186,285368.72472664964
187,285368.72472664964
188,285368.72472664964
189,285368.72472664964
190,285368.72472664964
191,285368.72472664964
192,285368.72472664964
193,285368.72472664964
194,285368.72472664964
195,285316.88191969134
196,285316.88191969134
197,285316.88191969134
198,285316.88191969134
199,285316.88191969134
200,285316.88191969134
201,285316.88191969134
202,285316.88191969134
203,285311.4352745312
204,285311.4352745312
205,285311.4352745312
206,285311.4352745312
207,285311.4352745312
208,285311.4352745312
209,285311.4352745312
210,285276.7226859026
211,285276.7226859026
212,285276.7226859026
213,285276.7226859026
214,285276.7226859026
215,285276.7226859026
216,285276.7226859026
217,285276.7226859026
218,285276.7226859026
219,285276.7226859026
220,285276.7226859026
221,285276.7226859026
222,285276.7226859026
223,285276.7226859026
224,285276.7226859026
225,285276.7226859026
226,285276.7226859026
227,285276.7226859026
228,285276.7226859026
229,285276.7226859026
230,285276.7226859026
231,285276.7226859026
232,285276.7226859026
233,285276.7226859026
234,285276.7226859026
235,285276.7226859026
236,285276.7226859026
237,285276.7226859026
238,285276.7226859026
239,285276.7226859026
240,285276.7226859026
241,285276.7226859026
242,285276.7226859026
243,285276.7226859026
244,285260.3190177193
245,285260.3190177193
246,285260.3190177193
247,285260.3190177193
248,285260.3190177193
249,285260.3190177193
250,285260.3190177193
251,285260.3190177193
252,285260.3190177193
253,285260.3190177193
254,285260.3190177193
255,285260.3190177193
256,285260.3190177193
257,285260.3190177193
258,285260.3190177193
259,285260.3190177193
260,285260.3190177193
261,285260.3190177193
262,285260.3190177193
263,285260.3190177193
264,285260.3190177193
265,285260.3190177193
266,285260.3190177193
267,285260.3190177193
268,285260.3190177193
269,285260.3190177193
270,285260.3190177193
271,285260.3190177193
272,285260.3190177193
273,285260.3190177193
274,285260.3190177193
275,285260.3190177193
276,285260.3190177193
277,285260.3190177193
278,285260.3190177193
279,285260.3190177193
280,285224.40800380823
281,285224.40800380823
282,285224.0273112309
283,285224.0273112309
284,285224.0273112309
285,285224.0273112309
286,285224.0273112309
287,285224.0273112309
288,285224.0273112309
289,285224.0273112309
290,285224.0273112309
291,285207.03738110565
292,285094.23901436466
293,285094.23901436466
294,285094.23901436466
295,285094.23901436466
296,285094.23901436466
297,285094.23901436466
298,285094.23901436466
299,285094.23901436466
300,285094.23901436466
301,285094.23901436466
302,285094.23901436466
303,285094.23901436466
304,285094.23901436466
305,285094.23901436466
306,285094.23901436466
307,285094.23901436466
308,285094.23901436466
309,285094.23901436466
310,285094.23901436466
311,285094.23901436466
312,285094.23901436466
313,285094.23901436466
314,285094.23901436466
315,285049.2909770261
316,285049.2909770261
317,285049.2909770261
318,285049.2909770261
319,285049.2909770261
320,285049.2909770261
321,285049.2909770261
322,285049.2909770261
323,284986.57095765974
324,284986.57095765974
325,284986.57095765974
326,284986.57095765974
327,284986.57095765974
328,284986.57095765974
329,284986.57095765974
330,284986.57095765974
331,284986.57095765974
332,284986.57095765974
333,284986.57095765974
334,284986.57095765974
335,284986.57095765974
336,284986.57095765974
337,284986.57095765974
338,284986.57095765974
339,284986.57095765974
340,284986.57095765974
341,284986.57095765974
342,284986.57095765974
343,284986.57095765974
344,284986.57095765974
345,284986.57095765974
346,284986.57095765974
347,284986.57095765974
348,284986.57095765974
349,284986.57095765974
350,284986.57095765974
351,284986.5709576597
352,284986.5709576597
353,284959.1035569043
354,284959.1035569043
355,284959.1035569043
356,284959.1035569043
357,284959.1035569043
358,284959.1035569043
359,284959.1035569043
360,284959.1035569043
361,284959.1035569043
362,284959.1035569043
363,284959.1035569043
364,284959.1035569043
365,284959.1035569043
366,284959.1035569043
367,284959.1035569043
368,284959.1035569043
369,284959.1035569043
370,284959.1035569043
371,284959.1035569043
372,284959.1035569043
373,284959.1035569043
374,284959.1035569043
375,284959.1035569043
376,284959.1035569043
377,284959.1035569043
378,284959.1035569043
379,284959.1035569043
380,284959.1035569043
381,284959.1035569043
382,284959.1035569043
383,284959.1035569043
384,284959.1035569043
385,284957.9158102743
386,284957.9158102743
387,284957.9158102743
388,284957.9158102743
389,284957.9158102743
390,284957.9158102743
391,284957.9158102743
392,284957.9158102743
393,284957.9158102743
394,284957.9158102743
395,284957.9158102743
396,284957.9158102743
397,284957.9158102743
398,284957.9158102743
399,284957.9158102743
400,284957.9158102743
401,284957.9158102743
402,284957.9158102743
403,284957.9158102743
404,284957.9158102743
405,284957.9158102743
406,284957.9158102743
407,284957.9158102743
408,284957.9158102743
409,284957.9158102743
410,284957.9158102743
411,284957.9158102743
412,284957.9158102743
413,284957.9158102743
414,284957.9158102743
415,284957.9158102743
416,284957.9158102743
417,284957.9158102743
418,284957.9158102743
419,284957.9158102743
420,284957.9158102743
421,284957.9158102743
422,284957.9158102743
423,284957.9158102743
424,284957.9158102743
425,284957.9158102743
426,284957.9158102743
427,284957.9158102743
428,284957.9158102743
429,284957.9158102743
430,284957.9158102743
431,284957.9158102743
432,284957.9158102743
433,284957.9158102743
434,284957.9158102743
435,284957.9158102743
436,284957.9158102743
437,284957.9158102743
438,284957.9158102743
439,284957.9158102743
440,284957.9158102743
441,284957.9158102743
442,284957.9158102743
443,284957.9158102743
444,284957.9158102743
445,284957.9158102743
446,284957.9158102743
447,284957.9158102743
448,284957.9158102743
449,284957.9158102743
450,284957.9158102743
451,284957.9158102743
452,284957.9158102743
453,284957.9158102743
454,284957.9158102743
455,284957.9158102743
456,284957.9158102743
457,284957.9158102743
458,284957.9158102743
459,284957.9158102743
460,284957.9158102743
461,284957.9158102743
462,284957.9158102743
463,284936.41331675375
464,284936.41331675375
465,284936.41331675375
466,284936.41331675375
467,284936.41331675375
468,284936.41331675375
469,284936.41331675375
470,284936.41331675375
471,284936.41331675375
472,284936.41331675375
473,284936.41331675375
474,284936.41331675375
475,284936.41331675375
476,284936.41331675375
477,284936.41331675375
478,284900.5023028426
479,284900.5023028426
480,284900.5023028426
481,284900.5023028426
482,284892.1435696028
483,284891.7628770255
484,284891.7628770255
485,284891.7628770255
486,284891.7628770255
487,284891.7628770255
488,284891.7628770255
489,284891.7628770255
490,284891.7628770255
491,284891.7628770255
492,284891.7628770255
493,284891.7628770255
494,284891.7628770255
495,284891.7628770255
496,284891.7628770255
497,284891.7628770255
498,284891.7628770255
499,284856.66959581967
500,284856.66959581967
