iteration,avg_best_distance
167,298132.5756844543
168,298087.9135888573
169,298087.9135888573
170,298081.2506017175
171,298081.2506017175
172,298061.57451765815
173,298013.3352617658
174,298005.1065980435
175,298005.1065980435
176,298005.1065980435
177,297835.22017751605
178,297643.862619601
179,297641.2488943898
180,297588.8525502941
181,297588.8525502941
182,297588.8525502941
183,297588.8525502941
184,297588.8525502941
185,297588.8525502941
186,297588.8525502941
187,297509.1958884452
188,297428.85417712614
189,297406.05204776075
190,297377.40729576873
191,297377.40729576873
192,297377.40729576873
193,297352.91570476006
194,297337.5715526651
195,297318.95333139773
196,297239.2966695489
197,297189.21052433917
198,297126.65785495105
199,297126.65785495105
200,297126.65785495105
201,297120.48547106213
202,297120.48547106213
203,297106.66101623216
204,297086.3087956809
205,297086.3087956809
206,297086.3087956809
207,297086.3087956809
208,297086.3087956809
209,297005.2597599696
210,297005.2597599696
211,296630.1467923094
212,296623.48380516964
213,296623.48380516964
214,296623.48380516964
215,296536.99123089365
216,296536.99123089365
217,296536.3912916704
218,296536.3912916704
219,296480.89267956815
220,296385.8390856053
221,296373.8889314914
222,296331.09777316917
223,296325.5329223993
224,296218.11677634134
225,296211.45378920157
226,296152.6578821266
227,296152.6578821266
228,296152.6578821266
229,296152.6578821266
230,296127.8045720822
231,296116.2689643739
232,296116.2689643739
233,296116.2689643739
234,296102.0599063467
235,296102.0599063467
236,296102.0599063467
237,296102.0599063467
238,296102.0599063467
239,296102.0599063467
240,296102.0599063467
241,296102.0599063467
242,296102.0599063467
243,296102.0599063467
244,296102.0599063467
245,296102.0599063467
246,296095.67409275356
247,296095.67409275356
248,296095.67409275356
249,296081.90524620126
250,296081.90524620126
251,296081.90524620126
252,296041.08147947694
253,296041.08147947694
254,296041.08147947694
255,296041.08147947694
256,296041.08147947694
257,296041.08147947694
258,296039.02457271883
259,296039.02457271883
260,296039.02457271883
261,296039.02457271883
262,296039.02457271883
263,296039.02457271883
264,296039.02457271883
265,296039.02457271883
266,296039.02457271883
267,296039.02457271883
268,296039.02457271883
269,296039.02457271883
270,296039.02457271883
271,296029.39359182457
272,296029.39359182457
273,296029.39359182457
274,296029.39359182457
275,296029.39359182457
276,296029.39359182457
277,295807.74049768347
278,295789.7278241426
279,295789.7278241426
280,295789.7278241426
281,295789.7278241426
282,295782.06666547596
283,295782.06666547596
284,295470.0203834447
285,295470.0203834447
286,295466.1459344031
287,295466.1459344031
288,294991.39313174965
289,294991.39313174965
290,294982.83214861824
291,294982.83214861824
292,294896.3395743423
293,294896.3395743423
294,294896.3395743423
295,294896.2642720552
296,294896.2642720552
297,294896.2642720552
298,294896.2642720552
299,294736.95215415896
300,294644.6220038131
301,294644.5467015259
302,294644.5467015259
303,294644.5467015259
304,294564.2049902069
305,294564.2049902069
306,294545.4307155812
307,294545.4307155812
308,294545.4307155812
309,294545.4307155812
310,294545.4307155812
311,294545.4307155812
312,294509.852965332
313,294509.852965332
314,294437.2474280015
315,294437.2474280015
316,294437.2474280015
317,294437.2474280015
318,294437.2474280015
319,294437.2474280015
320,294437.2474280015
321,294437.2474280015
322,294437.2474280015
323,294437.2474280015
324,294437.2474280015
325,294437.2474280015
326,294373.60716524464
327,294373.60716524464
328,294373.60716524464
329,294373.60716524464
330,294309.04145453306
331,294309.04145453306
332,294309.04145453306
333,294309.04145453306
334,294309.04145453306
335,294290.07688673487
336,294255.6047324359
337,294250.72291474073
338,294250.72291474073
339,294191.49082019186
340,294188.56429297535
341,294179.9552124837
342,294179.9552124837
343,294179.46460923285
344,294179.46460923285
345,294179.46460923285
346,294178.6086422374
347,294178.6086422374
348,294178.6086422374
349,294178.6086422374
350,294178.6086422374
351,294178.6086422374
352,294178.6086422374
353,294178.6086422374
354,294178.6086422374
355,294178.6086422374
356,294178.6086422374
357,294178.6086422374
358,294178.6086422374
359,294172.804954943
360,294163.16009163327
361,294163.16009163327
362,294163.16009163327
363,294163.16009163327
364,294163.16009163327
365,294163.16009163327
366,294163.16009163327
367,294163.16009163327
368,294147.01365544955
369,294147.01365544955
370,294147.01365544955
371,294147.01365544955
372,294147.01365544955
373,294147.01365544955
374,294147.01365544955
375,293930.1071440539
376,293930.1071440539
377,293930.1071440539
378,293900.45566492865
379,293900.45566492865
380,293900.45566492865
381,293890.1264950761
382,293826.4696445558
383,293826.4696445558
384,293826.4696445558
385,293800.02783544123
386,293800.02783544123
387,293800.02783544123
388,293710.31085905276
389,293710.31085905276
390,293710.31085905276
391,293710.31085905276
392,293709.7167984449
393,293685.74642633344
394,293685.74642633344
395,293685.74642633344
396,293685.74642633344
397,293685.6711240463
398,293685.6711240463
399,293685.6711240463
400,293685.6711240463
401,293685.6711240463
402,293655.1511733914
403,293655.1511733914
404,293655.1511733914
405,293655.1511733914
406,293655.1511733914
407,293655.1511733914
408,293655.1511733914
409,293655.1511733914
410,293655.1511733914
411,293655.1511733914
412,293152.2902572961
413,293152.2902572961
414,293152.2902572961
415,293152.2902572961
416,293150.9646265032
417,293121.30004139536
418,293121.30004139536
419,293121.30004139536
420,293110.6461602231
421,293110.6461602231
422,293110.6461602231
423,293110.6461602231
424,293110.6461602231
425,293110.6461602231
426,293110.6461602231
427,293110.6461602231
428,293110.6461602231
429,293110.6461602231
430,293110.6461602231
431,293110.6461602231
432,293110.6461602231
433,293110.6461602231
434,293110.6461602231
435,293110.6461602231
436,293110.6461602231
437,293110.6461602231
438,293110.6461602231
439,293110.6461602231
440,293110.6461602231
441,293110.6461602231
442,293110.6461602231
443,293110.6461602231
444,293110.6461602231
445,293110.6461602231
446,293110.6461602231
447,293110.6461602231
448,293110.6461602231
449,293097.28726502694
450,293097.28726502694
451,293097.28726502694
452,293097.28726502694
453,293097.28726502694
454,293097.28726502694
455,293097.28726502694
456,293097.28726502694
457,293097.28726502694
458,293097.28726502694
459,293097.28726502694
460,293097.28726502694
461,293097.28726502694
462,293097.28726502694
463,293097.28726502694
464,293097.28726502694
465,293097.28726502694
466,293097.28726502694
467,293097.28726502694
468,293097.28726502694
469,293097.28726502694
470,293097.28726502694
471,293097.28726502694
472,293097.28726502694
473,293097.28726502694
474,293097.28726502694
475,293097.28726502694
476,293097.28726502694
477,293097.28726502694
478,293097.28726502694
479,293097.28726502694
480,293097.28726502694
481,293097.28726502694
482,293096.7510453352
483,293068.8235325316
484,293068.8235325316
485,293068.8235325316
486,293068.8235325316
487,293062.350165623
488,293041.299051794
489,293041.299051794
490,293041.299051794
491,293041.299051794
492,293041.299051794
493,293041.299051794
494,293041.299051794
495,293041.299051794
496,293041.299051794
497,293041.299051794
498,293041.299051794
499,293041.299051794
500,293041.299051794
