iteration,avg_best_distance
149,286740.45497597486
150,286653.2757733949
151,286572.0675823418
152,286554.8928672175
153,286501.8743476325
154,286474.24732670997
155,286473.3590434349
156,286340.3092968659
157,286242.533960052
158,286242.533960052
159,286173.97351197875
160,286173.97351197875
161,286166.0666967623
162,286108.0158594893
163,286108.0158594893
164,286108.0158594893
165,286108.0158594893
166,286063.71995420125
167,286038.7265082516
168,286038.7265082516
169,286010.77872169414
170,285856.8830984591
171,285720.25559890905
172,285720.25559890905
173,285720.25559890905
174,285720.25559890905
175,285720.25559890905
176,285720.25559890905
177,285720.25559890905
178,285705.4663859412
179,285705.4663859412
180,285697.90891789744
181,285665.908145874
182,285665.908145874
183,285649.120301864
184,285599.0952461091
185,285592.2684998676
186,285592.2684998676
187,285557.81807744986
188,285543.0400350477
189,285543.0400350477
190,285543.0400350477
191,285514.41438982805
192,285496.59075161436
193,285449.24695292226
194,285449.24695292226
195,285449.24695292226
196,285449.24695292226
197,285449.24695292226
198,285449.24695292226
199,285449.24695292226
200,285431.0483580743
201,285431.0483580743
202,285411.85847400787
203,285395.54598838335
204,285382.04874883307
205,285382.04874883307
206,285308.0716259106
207,285308.0716259106
208,285308.0716259106
209,285280.5193452393
210,285280.5193452393
211,285280.5193452393
212,285280.5193452393
213,285230.64016097464
214,285221.9007351575
215,285164.8679800549
216,285101.7269718474
217,285101.7269718474
218,285050.826035954
219,284996.8493657917
220,284996.8493657917
221,284996.8493657917
222,284981.60986340075
223,284949.5638012448
224,284949.5638012448
225,284949.5638012448
226,284836.08157491946
227,284836.08157491946
228,284836.08157491946
229,284836.08157491946
230,284836.08157491946
231,284836.08157491946
232,284834.6262554091
233,284798.7152414981
234,284771.7661028173
235,284771.7661028173
236,284771.7661028173
237,284771.7661028173
238,284771.7661028173
239,284771.7661028173
240,284771.7661028173
241,284744.4362715593
242,284670.9409284441
243,284642.5489494258
244,284642.5489494258
245,284592.02870610973
246,284592.02870610973
247,284592.02870610973
248,284556.1176921986
249,284547.37826638145
250,284547.37826638145
251,284547.37826638145
252,284547.37826638145
253,284547.37826638145
254,284547.37826638145
255,284547.37826638145
256,284513.8033672134
257,284513.8033672134
258,284507.976029476
259,284507.976029476
260,284507.976029476
261,284486.4735359553
262,284486.4735359553
263,284486.4735359553
264,284450.18182946683
265,284450.18182946683
266,284449.80113688955
267,284449.80113688955
268,284449.80113688955
269,284449.80113688955
270,284449.80113688955
271,284449.80113688955
272,284449.80113688955
273,284449.80113688955
274,284449.80113688955
275,284449.80113688955
276,284449.80113688955
277,284421.04543703614
278,284393.87384894217
279,284393.87384894217
280,284393.87384894217
281,284393.87384894217
282,284393.87384894217
283,284393.87384894217
284,284386.77569420816
285,284386.77569420816
286,284386.77569420816
287,284386.77569420816
288,284386.77569420816
289,284386.3950016309
290,284386.3950016309
291,284386.3950016309
292,284377.6555758137
293,284377.6555758137
294,284374.743487734
295,284374.743487734
296,284374.743487734
297,284358.8116946868
298,284358.8116946868
299,284358.8116946868
300,284358.8116946868
301,284358.8116946868
302,284358.8116946868
303,284358.8116946868
304,284358.8116946868
305,284358.8116946868
306,284320.2644782772
307,284320.2644782772
308,284320.2644782772
309,284320.2644782772
310,284320.2644782772
311,284320.2644782772
312,284320.2644782772
313,284320.2644782772
314,284320.2644782772
315,284311.1443598827
316,284311.1443598827
317,284310.6537566318
318,284310.6537566318
319,284310.6537566318
320,284310.6537566318
321,284310.6537566318
322,284310.6537566318
323,284310.6537566318
324,284286.43445579085
325,284286.43445579085
326,284286.43445579085
327,284286.43445579085
328,284286.43445579085
329,284286.43445579085
330,284286.43445579085
331,284286.43445579085
332,284274.36205014336
333,284274.36205014336
334,284274.36205014336
335,284274.36205014336
336,284245.9196450528
337,284245.9196450528
338,284245.9196450528
339,284245.9196450528
340,284228.9373921845
341,284228.9373921845
342,284228.9373921845
343,284228.9373921845
344,284228.9373921845
345,284228.9373921845
346,284228.9373921845
347,284228.9373921845
348,284228.9373921845
349,284228.9373921845
350,284198.8537160109
351,284198.8537160109
352,284198.8537160109
353,284191.46478443197
354,284191.46478443197
355,284191.46478443197
356,284191.46478443197
357,284111.45649681333
358,284105.6291590759
359,284105.6291590759
360,284105.6291590759
361,284105.6291590759
362,284105.6291590759
363,284101.00355652993
364,284101.00355652993
365,284101.00355652993
366,284101.00355652993
367,284101.00355652993
368,284101.00355652993
369,284101.00355652993
370,284101.00355652993
371,284100.6228639526
372,284100.6228639526
373,284100.6228639526
374,284100.6228639526
375,284100.6228639526
376,284100.6228639526
377,284100.6228639526
378,284100.6228639526
379,284100.6228639526
380,284100.6228639526
381,284100.6228639526
382,284095.1762187925
383,284095.1762187925
384,284095.1762187925
385,284095.1762187925
386,284095.1762187925
387,284095.1762187925
388,284095.1762187925
389,284095.1762187925
390,284095.1762187925
391,284095.1762187925
392,284095.1762187925
393,284095.1762187925
394,284095.1762187925
395,284095.1762187925
396,284095.1762187925
397,284095.1762187925
398,284095.1762187925
399,284095.1762187925
400,284095.1762187925
401,284095.1762187925
402,284095.1762187925
403,284095.1762187925
404,284070.9569179515
405,284070.5762253741
406,284070.5762253741
407,284070.5762253741
408,284070.5762253741
409,284070.5762253741
410,284070.5762253741
411,284070.5762253741
412,284070.5762253741
413,284070.5762253741
414,284070.5762253741
415,284070.5762253741
416,284070.5762253741
417,284070.19553279685
418,284070.19553279685
419,284070.19553279685
420,284064.74888763676
421,284064.74888763676
422,284064.74888763676
423,284064.74888763676
424,284064.7488876367
425,284064.7488876367
426,284064.7488876367
427,284040.42167701316
428,284040.42167701316
429,284040.42167701316
430,284040.42167701316
431,284040.42167701316
432,284040.42167701316
433,284040.42167701316
434,284040.42167701316
435,284040.42167701316
436,284040.42167701316
437,284040.42167701316
438,284040.42167701316
439,284040.42167701316
440,284040.42167701316
441,284040.42167701316
442,284040.42167701316
443,284040.42167701316
444,284040.42167701316
445,284040.42167701316
446,284040.42167701316
447,284031.68225119606
448,284031.68225119606
449,284031.68225119606
450,284031.68225119606
451,284031.68225119606
452,284031.68225119606
453,284031.68225119606
454,284031.68225119606
455,284031.68225119606
456,284031.68225119606
457,284031.68225119606
458,284031.68225119606
459,284031.68225119606
460,284031.68225119606
461,284031.68225119606
462,284031.68225119606
463,284031.68225119606
464,284031.68225119606
465,284031.68225119606
466,284031.68225119606
467,284031.68225119606
468,284026.2356060359
469,284026.2356060359
470,283990.32459212485
471,283990.32459212485
472,283990.32459212485
473,283970.7289017936
474,283970.7289017936
475,283970.7289017936
476,283970.7289017936
477,283970.7289017936
478,283970.7289017936
479,283970.7289017936
480,283970.7289017936
481,283970.7289017936
482,283970.7289017936
483,283970.7289017936
484,283970.7289017936
485,283970.7289017936
486,283961.6087833991
487,283961.6087833991
488,283961.6087833991
489,283961.6087833991
490,283961.6087833991
491,283961.6087833991
492,283961.6087833991
493,283961.6087833991
494,283961.6087833991
495,283961.6087833991
496,283961.6087833991
497,283961.6087833991
498,283961.6087833991
499,283961.6087833991
500,283961.6087833991
